species,date,latitude,longitude
Pronghorn,02/04/2024,40.31652222,-120.0119056
Pronghorn,01/04/2024,35.19357762,-119.7429009
Pronghorn,03/04/2024,35.06569927,-119.6296448
Pronghorn,05/04/2024,35.08855357,-119.7013546
Pronghorn,03/04/2024,35.03128883,-119.486555
Pronghorn,06/04/2024,34.8342758,-118.6481103
Pronghorn,09/03/2024,41.85464167,-121.9182667
Pronghorn,01/04/2024,35.43697465,-120.070536
Pronghorn,10/04/2024,35.16475656,-119.82295
Pronghorn,10/04/2024,35.15960684,-119.8121852
Pronghorn,17/04/2024,34.778105,-118.6696817
Pronghorn,18/04/2024,40.44702833,-120.2681717
Pronghorn,19/04/2024,41.77222151,-122.3746833
Pronghorn,22/04/2024,35.18451318,-119.8473081
Pronghorn,21/04/2024,35.357106,-120.015546
Pronghorn,17/04/2024,35.15310655,-119.7915345
Pronghorn,27/04/2024,40.48826682,-120.0812106
Pronghorn,28/04/2024,35.34875556,-120.0005563
